0
Back Back 0.05 2 2 ..\..\Binary\Resources\Sprite\Map\Back\Back.png 465.272 -451.324
1
Portal Portal_0 1 2 2 ..\..\Binary\Resources\Sprite\Map\Portal\Portal_0.png 7,326.99 995.142
1
Layer Flag_1 1 2 2 ..\..\Binary\Resources\Sprite\Map\Flag\Flag_1.png 75 189
1
Layer Tree05 1 3 3 ..\..\Binary\Resources\Sprite\Map\Tree\Tree05.png 410 351
1
Layer Flower18 1 3 3 ..\..\Binary\Resources\Sprite\Map\flower\Flower18.png 2,389.1 484.658
2
291
Tile
Tile_00 32 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_00.png
Tile_01 96 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 160 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 224 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 288 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 352 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 416 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 480 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 544 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_02 2,336 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,400 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,464 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,528 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,592 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_06 2,592 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,464 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,528 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,400 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,336 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 544 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 480 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 416 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 352 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 288 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 224 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 160 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 96 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_04 32 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_04 32 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_04 32 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_05 96 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 96 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 160 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 160 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 288 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 224 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 224 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 288 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 352 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 352 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 416 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 416 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 480 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 480 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 544 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 544 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,336 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,336 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,400 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,464 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,528 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,528 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,592 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,592 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_04 32 864 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_04 32 928 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_04 32 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_04 32 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_05 96 864 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 96 928 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 96 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 96 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 160 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 160 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 160 928 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 160 864 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 224 864 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 224 928 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 224 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 224 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 288 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 288 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 288 928 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 288 864 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 352 864 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 352 928 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 352 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 352 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 416 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 416 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 416 928 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 416 864 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 480 864 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 480 928 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 480 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
