0
Back Back_08 0.05 2 2 ..\..\Binary\Resources\Sprite\Map\Back\Back_08.png 226.243 -37.9251
1
Layer Flag_2 1 2 2 ..\..\Binary\Resources\Sprite\Map\Flag\Flag_2.png 76.7217 5,830.69
2
185
Tile
Tile_00 32 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_00.png
Tile_03 608 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_03.png
Tile_01 96 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 160 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 352 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 416 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 544 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_02 224 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 288 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 480 6,240 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_04 32 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_07 608 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_07.png
Tile_08 32 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_08.png
Tile_11 608 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_11.png
Tile_09 96 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 160 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 352 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 416 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 544 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_10 224 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 288 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 480 6,368 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_05 96 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 160 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 224 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 288 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 352 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 416 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 480 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 544 6,304 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_00 864 6,048 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_00.png
Tile_03 928 6,048 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_03.png
Tile_08 864 6,112 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_08.png
Tile_11 928 6,112 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_11.png
Tile_03 1,440 5,920 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_03.png
Tile_00 1,376 5,920 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_00.png
Tile_08 1,376 5,984 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_08.png
Tile_11 1,440 5,984 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_11.png
Tile_12 1,824 5,792 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_12.png
Tile_15 1,888 5,792 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_15 1,248 5,408 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_15 1,760 5,216 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_15 864 5,600 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_15 672 5,280 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_15 992 5,152 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_15 1,504 5,024 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_15 1,120 4,896 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_15 1,696 4,768 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_15 1,376 4,704 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
Tile_12 1,312 4,704 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_12.png
Tile_00 1,248 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_00.png
Tile_01 1,312 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 1,376 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 1,440 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 1,504 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 1,568 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 1,632 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 1,696 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 1,760 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_01 1,824 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_01.png
Tile_03 1,888 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_03.png
Tile_08 1,248 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_08.png
Tile_11 1,888 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_11.png
Tile_09 1,440 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 1,312 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 1,504 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 1,568 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 1,696 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 1,760 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_10 1,376 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 1,632 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 1,824 1,312 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_04 1,248 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_04 1,248 1,184 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_04 1,248 1,248 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_07 1,888 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_07.png
Tile_07 1,888 1,184 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_07.png
Tile_07 1,888 1,248 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_07.png
Tile_05 1,376 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,312 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,312 1,184 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,376 1,184 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,376 1,248 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,312 1,248 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,440 1,248 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,440 1,184 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,440 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,504 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,504 1,184 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,504 1,248 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,568 1,248 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,568 1,184 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,568 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,632 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
